dialogue1|dialogue2
6 86 31|4 38 237 177 11 228 11 170 18 4 173 62 75 114 338 32 88 320 62 10537 11 463 8 1435 62 435 37
3 86 6 11 73 159 6 152 6 382 408 15 177 16 1130 265 37|4 11 73 1130 265 410 15 1059 31 177 16 1130 265 37
7 34 4 94|3 86 94
7 404 15 3960 20 416 15 392 37|2 9966 9885 31
4 53 15 29 15 91 292 62 58 31|3 2042 31
6 54 15 3861 203 31 3936 154 31|4 54 31
7 4466 37 6|5 3936 91 5751 4 224 193 31
2 242 3915 150 383 244 907 31|3 8057 6 86 30 8446 6
3 1345 31|4 3858 168 130 15 287 3903 54 130 15 3903 35 3458 525 31
7 16 452 57 75 224 151 31|3 35 601 31 224 2945 31 224 1725 6
5 239 15 55 5733 35 7477 31|4 11 21 20 692 6
3 191 97 15 59 754 31 7 2 1197 163 175 47 478 80 20 911 301 88 132 322 451 26 150 75 959 13 47 31|1 1705 44 45 1520 320 11 228 9 540 546 2 416 16 10886 15 1217 10887 6
7 53 15 11 102 35 10 75 11626 435 1 31|6 11 73 75 2454 31 86 15 75 1638 11 73 11638 28 101 31 11 73 35 7876 31
2 54 31 32 16 15 71 38 3078 31 103 104 64 6432 31 346 7 1015 4 44 50 16 38 11 176 75 3078 13 132 31|5 287 50 176 7 283 271 2047 37
3 120 170 3 3567 4 16 31|1 120 15 120 170 2036 31
3 97 15 223 16 31|2 27 28 31 11 102 16 17 59 166 249 240 2391 15 287 16 17 20 296 525 292 332 45 682 20 1757 31
2 382 15 11 102 50 11 46 6|5 50 242 46 3118 31
7 35 18172 15 35 18180 94 16447 15 224 1066 94|3 360 88 2461 31
2 88 3915 12 175 184 15 3858 59 18 4 12 175 240 31|1 230 15 1571 62 19 31 3858 20 777 525 15 555 31
5 5878 327 6 172 15 326 129 20 2603 360 75 20 599 6 320 11 106 16 11 302 1509 767 945 390 15 945 390 6|7 5120 15 223 16 162 88 58 32 30 31 287 614 15 4 23 1270 15 11 3864 358 11 210 1509 371 15 3877 32 4151 15 11 131 70 3861 175 6090 31 3861 203 31
1 53 15 97 6|3 3342 31
7 44 16 34 552 505 244 18031 37|5 86 15 457 31 32 15 16 1038 35 7645 88 16 1358 38 16 980 20 2105 20 18043 202 38 105 18044 240 37
6 1843 15 101 11 73 458 126 5727 9 1650 31|7 2028 31 2028 31 2028 31
7 97 6 6|6 44 45 384 552 2193 6
4 3600 37|2 86 15 11 403 16 38 236 4 1435 435 20 11168 31 16 176 237 15 28 37
6 53 15 32 57 58 27 249 354 6 5502 3858 1060 648 13020 6 53 15 16 34 21 4 23 723 6|7 129 16 27 28 37
2 59 104 371 5658 31|6 122 31 282 75 7035 57 872 302 23 175 20 540 478 80 20 2850 31 3195 6
1 11 322 15 11 322 31 344 15 11 73 243 244 20 28 407 31 50 37 50 15 101 37|3 2372 6 50 2 2373 16 435 37 20 399 37 20 2329 37 20 1784 37 16 349 8 21 4 48 435 4 47 38 181 15 2374 15 11 358 88 94 265
3 34 35 30 2294 269 1577 204 6|1 54 6 54 6 54 31 3861 203 31 392 15 392 15 16 106 75 659 6428 38 37
4 38 3861 220 15 303 13092 80 20 225 31|1 533 1378 249 550 15073 3067 388 38 3861 32 203 244 224 3773 31
1 2396 149 2 344 31 53 15 16 178 189 47 4 20 1938 6|3 20 17300 6
6 384 175 15 44 62 31|2 97 6
7 129 16 525 80 12980 15266 37|6 11 83 525 80 12980 15266 31 3861 35 171 31 62 170 15 62 170 2719 450 19 4 114 765 31
7 20 540 240 31|1 1843 31
3 223 16 6|5 254 2 29 37 726 184 2 175 20 93 31
2 384 175 6 11 162 353 224 451 6|5 4374 6
4 222 38 235 129 162 2391 75 230 38 11 34 4 1876 19 38 851 58 3028 31|1 53 12178 230 6 384 230 6 3858 54 31 4046 458 126 23 54 31
7 176 45 16 131 32 1505 88 16 176 45 344 20 6631 37 114 17502 170 284 18 388 175 371 461 6947 13 726 3206 1623 31|1 114 2253 87 35 8742 1076 120 51 4 20 3895 13 6650 244 35 444 31 120 176 45 150 552 17503 31
2 11 748 16 463 1975 20 451 31|5 151 75 35 2907 6
4 862 50 713 37|7 88 16 38 315 106 59 175 35 774 31
6 1843 15 122 217 31|7 122 236 31
1 27 28 462 15 224 8135 797 31|4 27 28 15 3880 48 6
1 50 129 16 291 37|5 11 34 97 492 31
1 6368 15 8881 31 50 33 57 283 37 50 44 16 15 11 283 44 16 125 126 15 150 74 453 37|4 6368 6 346 6 11 15 11 3864 102 31 204 15 11 622 3997 6057 16 244 50 16 176 15 11 3997 15 11 8 15 287 179 261 3861 13 16 11 8 15 11 131 32 94
1 382 6|4 382 31
7 122 31|4 122 31
5 80 728 11 73 877 31 731 194 101 175 88 11 73 284 877 6|2 72 15 242 44 45 102 88 62 2 26 31 11 283 15 62 463 23 20 1377 10 31
4 162 37 6 177 44 16 102 37|6 946 114 8463 58 700 6 120 6933 1038 20 4284 25 6
3 53 15 191 3861 395|5 5502 15 179 88 7764 19 381 58 8 283 6
5 97 31|1 3861 664 16 15 8 35 425 840 104 35 443 31
5 6434 5255 31|4 97 6 3857 97 6434 5255 75 1 6 242 3575 6 6
2 172 59 37|3 946 80 94 20 1554 31
5 86 15 191 15 410 714 876 4 1964 20 186 525 31|1 86 15 344 15 11 3864 358 3858 458 126 88 2719 2090 57 525 3926 23 377 1556 75 20 9034 80 35 1729 6338 31
2 88 2 28 15 120 778 74 27 271 781 31|6 62 2 35 2647 4042 6
3 5502 50 204 37 3861 59 458 126 149 16 150 388 13 57 6|1 11 3864 358 16 34 277 2561 31
2 53 6 176 730 344 863 9128 175 20 9129 6391 37|7 53 15 86 31 86 31
4 292 94 37|3 4717 1751 6 16 102 15 20 2837 15 38 20 10 13 20 2530 339 6
3 32 177 16 63 10946 265 2622 37|5 53 15 11 463 45 23 6299 31
2 53 114 221 6|3 3903 10582 1059 6 6
5 3960 25 37|2 53 3 3861 15256 170 15257 31
1 191 88 3552 94 34 16 460 35 8514 17050 608 97 11 316 45 31|5 124 37 124 37 53 15 382 13541 31 176 730 713 744 37 94 50 37 994 21 62 37 37 177 37 53 644 15 11 302 34 703 13 26 6 6 608 72 15 1919 31
7 13259 15803 31|3 9792 6 101 15 302 16 70 4 1435 35 15752 15753 768 241 9221 20 6350 80 15762 37
7 86 31 11 210 8 48 814 38 150 74 104 26 271 128 31|7 94 332 549 20 8305 80 20 8306 8307 31 38 32 147 15 57 3190 58 249 4 189 825 1568 8308 3422 88 8309 31 62 58 5968 5048 15 175 525 1278 5755 20 2709 94
1 1355 75 35 3600 37 6 527 97 97 97 15 1 58 97 526 6|3 11 102 15 38 296 525 3246 80 4637 37 6 50 58 435 13 88 37
2 172 129 16 578 249 9118 27 80 20 98 37|3 191 15 242 210 445 249 24 713 31 50 44 16 46 4 445 249 37 9125 37 20 9126 37 20 9127 6391 37
7 210 11 451 16 37|3 395 86 15 13354 20 10 292 12685 6773 3461 48 435 175 20 2881 37
7 172 59 37 62 2 5910 6 2477 6642 15 242 161 344 16 104 20 252 15 2926 6 191 15 242 374 970 45 2218 16 4 20 252 94 223 16 15 235 31 17450 31|5 191 15 16 17 598 6 620 11 463 451 31
7 344 88 2 8 24 11 228 101 15 32 88 346 11 463 852 16 31|6 53 15 54 31
7 162 37 11 296 87 63 6097 31|3 11 8 87 35 1579 31
1 3866 450 230 244 2647 6|4 11 102 15 3858 1770 31
4 236 15 97 6 57 58 15 57 58 3550 31|6 53 15 8 504 26 6
6 54 15 91 104 26 31 91 104 326 2528 2945 31 53 50 11 3927 553 4 23 88 210 80 12612 1605 31|2 184 15 395 15 235 170 8 340 177 488 224 2308 58 31
1 382 11083 6|5 318 50 16 349 493 13 20 1556 31
7 122 6|6 177 129 16 37 410 31 122 15 152 244 450 31
5 53 3864 1112 15 114 3674 2713 1673 58 402 31|2 3118 15 242 3864 162 34 4 48 4 57 381 402 44 242 37
7 50 37|6 224 186 2093 31 44 62 244 240 31
5 16 44 37|7 91 15 11 102 62 558 23 775 88 224 2253 58 35 171 15 287 3858 25 31 3988 216 31
7 382 6 482 15 57 58 16769 31 11 161 344 16 961 31|1 1843 94 191 15 395 15 29 15 11 348 242 34 97 865 31
5 17008 37 17008 17009 37|7 86 94
7 86 94 244 918 567 31|1 53 114 221 6 34 16 532 460 75 35 562 13 132 292 332 45 1404 20 7885 7385 37
1 382 6|3 382 6
7 395 15 75 20 1393 15 320 11 463 344 20 4639 18853 94|5 32 15 261 11 1698 435 57 663 15 7 110 5341 27 20 18854 19 80 114 1321 31
7 53 640 6 530 6 86 15 3858 996 31|4 86 37
4 53 94 94 53 114 221 31 7 2728 31|6 2728 50 37
5 62 622 3875 12 31|3 3861 59 494 31
4 191 90 3118 15 341 20 4713 6 382 15 242 34 88 8047 2703 194 204 31|6 11 3997 6 11 3997 6 686 191 129 16 340 863 16 302 1876 19 1226 11 3915 341 88 4713 37
2 191 204 15 16 23 1164 101 31 16 3864 46 4 150 35 11934 464 5502 7856 13120 31|1 86 31 2205 178 11 44 37
6 464 35 6866 38 35 3610 15 11 73 11163 16 15 96 44 88 4 907 6|2 11 553 410 6867 6 11 710 4 553 767 4 220 27 20 443 107 120 21 5480 6 8194 235 5733 767 6 528 6
2 38 292 769 244 88 37|4 614 94 114 94 770 31
5 33 11958 13884 34 35 13885 37 1 16 48 31|4 177 384 242 34 525 1312 1556 5555 37
7 254 44 11 102 16 194 37|3 1114 6205 7036 31 975 80 1154 1155 31 5455 1401 8263 6207 271 4410 4412 31
6 86 31 53 15 11 102 50 242 210 44 31 242 463 2555 204 38 220 435 175 393 2865 15 32 88 105 161 1055 177 410 105 129 453 31|3 153 15 88 2 35 640 1707 6
2 32 50 44 16 358 37|2 3871 622 21 62 6
5 54 15 32 57 443 11 970 45 1336 6|7 475 6 452 62 19 6
2 86 15 1764 6|1 54 15 320 7105 849 71 15 7309 458 126 48 459 19 13 9 64 292 3864 102 20 6551 3534 641 31
1 86 31|4 422 92 6
5 191 15 172 316 45 16 44 767 961 37|1 946 961 7 2 11323 2546 2 3136 31
1 62 170 94 57 10670 431 94 114 221 31 16 94 16 91 488 31|7 148 94 53 6 16 106 59 2260 4 344 71 107 20 252 31 3858 1060 714 31
4 2042 15 177 44 16 102 249 88 37|1 946 7 1877 230 103 244 16 31 32 3864 5 71 57 94 57 854 57 10 194 12 58 35 525 443 381 15 1843 37 3920 460 19 1 75 6046 38 175 16852 244 431 35 1173 101 31 38 16 3915 60 34 20 12819 4 5 71 31
5 27 28 31|6 330 31 330 31 5847 2398 15 5847 2398 15 50 129 105 5864 16 37
6 54 15 152 31 86 15 11 161 357 88 31|5 346 7 2 1197 4 181 224 5449 38 2617 31
4 53 530 15 395 54 15 395 346 31 665 15 404 15 11 210 44 88 6|1 54 6
2 242 1378 249 224 327 15 11 73 32 203 31|1 57 444 170 436 4 23 640 6 287 15 62 2 296 20 1335 390 38 11 73 35 4408 13 1505 9135 327 88 44 45 60 993 6
5 404 6|3 54 31 3275 15 9769 4298 15 3252 31
2 848 6 191 15 5502 15 242 106 388|5 75 35 10718 15 1817 4422
3 91 3858 59 88 1060 31 32 50 15 62 4771 35 425 80 224 2235 15 35 425 80 114 2235 31|5 86 15 282 50 11 21 35 111 492 31 992 6903 62 4771 2114 80 927 2235 38 35 206 80 1065 37
1 50 16 21 431 1 37 13693 37|2 97 6 97 31 3877 665 3877 8 395 5357 1355 13709 31
1 408 6|4 91 15 3861 159 31 528 31 91 104 88 31 7086 6
6 11 102 31|5 129 1 97 3053 736 75 20 299 244 16 63 37
4 62 2 59 35 226 1056 6|3 97 226 1056 6
7 97 31|3 50 37 6
7 203 15 11 2876 11 170 8 340 4 114 1076 88 11 748 16 106 20 1401 488 195 88 11 110 532 682 75 2875 75 114 331 31 38 90 7 228 888 16 228 16 748|7 2877 2878 31
2 29 37|3 7 87 4 1659 31 570
1 9966 15 1 58 3 561 220 38 71 31 54 37 11 318 16 31|7 27 28 31 11 161 384 4 454 2346 38 242 161 357 38 654 57 12 31
7 59 8 2507 15 194 1154 1757 31|7 550 1179 37
1 91 15 11 3915 358 1 170 35 562 4 8027 31 11 748 242 106 1096 435 31|4 242 106 175 35 774 6
2 1843 94 330 1835 94 11 102 88 16 17 67 35 425 840 80 35 911 7665 287 16 44 45 34 4 189 62 19 175 20 3333 6 75 1638 11 358 15 88 15 163 15 178 16532 94 545 1062 1017 70 57 6 101 15 344 37 57 526 16 15394 20 3333 15 38 149 2 1725 62 31 16 34 503 31|7 1843 15 177 9006 57 31 320 16 482 1265 15 38 20 2617 2033 1879 7124 94 90 44 11 150 20 1059 31
7 97 31 97 31 97 31 54 15 101 15 344 15 11 125 126 416 20 546 1059 1612 15 38 6798 1015 4 416 525 80 20 695 3269 6798 5204 10253 31|5 3927 88 23 6798 20 10254 37
4 53 15 191 15 11 348 11 87 88 525 450 31 3861 8 458 126 2474 62 19 15 3858 374 8 35 480 80 8331 38 94|2 24 25 37
7 224 3788 5103 8470 240 35 226 1322 2193 4 225 20 13436 6277 31|3 8 19 80 6496 15 992 277 58 88 258 1607 37
3 153 6 3458 1359 6|1 86 320 296 62 106 35 239 381 70 224 2631 4767 17017 6
6 53 15 11 161 189 9 80 88 31|4 462 15 88 2 244 736 6
4 7050 31 1 242 48 31 1 62 58 31|7 53 6 16 102 50 11 353 37
3 846 15 11 73 458 126 48 150 9 2034 31 46 9 37|5 846 15 97 152 31 97 2034 15 3358 90 31
1 1486 6|5 191 15 11 176 38 62 1159 31 88 2 261 11 928 20 2007 276 18165 75 20 2448 18166 31
1 97 15 97 15 88 2 59 254 11 170 18 31 1835 15 320 16 150 75 20 94 526 15 80 240 2451 35 381 15 90 11 302 23 15 191 15 165 2452 31|7 53 6
6 404 31|3 27 28 31
3 97 31|4 404 16 176 6
4 346 31 533 44 45 11680 221 15 177 463 11 23 32 1505 37 6|3 53 220 91 15 44 45 181 88 15 11 358 16 8 353 35 1614 194 29 31 384 175 31 384 175 31 120 2 74 6 2189 546 2 74 6
2 530 15 20 535 2 765 6 88 2 35 226 1322 31|6 162 37 88 87 45 7431 4 71 31
5 27 28 6 58 45 57 35 195 2 339 37|3 7436 15 154 578 2617 38 654 240 9 1301 6
6 54 15 419 15 107 16 150 27 7954 217 15 665 15 463 16 1440 392 5 7902 88 11 162 70 726 1748 31|7 3300 15 7 228 15 223 16 165 277 15 7 2542 16 91 165 190 402 15 224 321 15 7955 70 20 7956 31 32 16 17 35 3693 37
3 44 45 1978 15 235 15 62 2 59 35 7888 80 20 6422 4924 31|6 382 16 482 11 73 458 126 48 19 38 189 35 2978 31
3 86 15 239 31 48 711 31 53 15 71 15 28 6|6 3866 5606 6 50 596 4 26 37
6 53 97 15 62 58 3222 6 3342 15 550 9158 4952 64 244 6401 141 13 4864 31 38 3858 1392 114 9159 464 35 6866 31|1 105 654 16 189 303 9159 37
7 11 3997 44 88 31|6 7 123 88 7 3997 44 88
2 148 15 3861 509 303 510 31 11 3997 749 11 457 748 120 463 421 31|6 191 15 292 3334 50 224 184 2542 37 32 16 138 35 222 31
6 726 777 226 7498 5854 15 57 58 32 1600 6|2 53 86 15 11 237 927 6 148 15 62 170 114 2889 1570 15 114 185 559 71 4 20 691 15 11 21 62 15 38 62 11482 31
3 16 1614 71 6|5 27 28 6
3 53 15 7668 18286 6|2 382 16 482 31
4 50 58 120 291 230 37|4 11 3864 560 6 186 443 16 51 19 13 47 16 228 120 170 35 9042 15 6141 9043
5 191 16 229 320 62 106 383 70 2465 6|2 27 28 395 15 20 1138 381 58 4 189 224 443 15 16 46 4 275 6955 27 15 38 16 1956 6955 435 31 16 21 22 173 767 175 1062 3270 31
1 162 37 6 530 6 6887 32 30 15 50 129 16 458 126 150 71 37|5 11 3864 102 9464 15 11 170 486 24 5437 244 224 3674 31
2 16 17 59 458 126 23 10984 19 6|4 191 15 80 728 11 83 6 62 2 59 458 126 1993 4 204 6 7 2 224 238 31 7 2 224 1217 2341 2838 31 848 15 62 170 8 35 869 80 443 107 132 87 4 157 20 3521 31 11 8 284 10985 236 302 23 20 525 4 48 31
6 53 382 6|2 382 6 4067 224 61 48 13 14487 37
6 16 3864 34 4 452 35 410 9221 175 851 31|7 3861 203 3903 292 11 83 31 3861 35 2614 297 31
2 172 176 16 44 88 37|6 54 15 237 88 425 865 11 170 67 2406 114 4476 1173 80 9833 37
2 382 15 3901 118 4 358 249 177 881 444 104 57 443 7336 23 35 425 1059 104 20 675 37 7990 6 287 410 4 102 254 3988 104 6|6 382 6
3 53 15 16 178 230 71 31|5 3858 59 24 4 23 2027 80 15 54 37 16 34 4 48 4 35 701 2667 6
1 16 17 28 6|2 35 454 1320 80 1321 244 20 8359 644 6 404 6
6 862 35 1749 1750 37|7 97 15 190 277 8 35 537 31
2 7 5737 71 31 114 4981 5737 71 31|1 384 175 15 44 45 44 57 31
7 5175 217 37|3 239 6 172 59 37
1 53 31 38 177 170 20 61 37|4 665 15 11 358 1 170 35 1019 94 11 102 1 170 399 31 31 31
6 14540 80 20 5109 31|4 50 37
1 53 15 230 15 11 15 11 161 150 62 244 836 31 5885 46 37|7 6170 31
3 53 31 992 226 58 88 37|2 249 6452 5914 31
2 114 859 15103 1847 6 11 6473 20 5821 6|5 38 754 16 3864 6473 88 3988 2617 31
1 404 6 3342 6 11 102 15 11 102 50 20 5520 58 6 184 6 91 320 16 344 235 15 463 16 8 149 26 102 3861 103 244 26 37|7 38 320 16 344 14774 14775 15 149 47 102 3861 103 244 47 31
1 1093 11 384 75 37|4 395 15 86 15 320 16 46 555 31
3 10668 31 177 16 1130 37|7 819 31
4 220|6 38
1 191 15 220 2 67 4066 13 26 402 31|3 53 97 6 177 210 120 44 88 261 120 2 96 2556 552 5134 75 16 37 6 37
2 191 15 114 1851 129 18 4 150 1546 6567 16 70 62 241 59 6 38 16 102 50 37 62 2 59 8 114 1851 31 114 1650 58 18 4 150 1546 555 31|5 224 1650 37 6 37 6 37
2 11 102 15 9226 6 419 6 120 1877 71 555 6 120 2 20 531 6|5 292 2 9226 37
4 223 16 31|6 16 17 598 31 11 237 261 11 777 778 4 57 299 31 11 170 779 31 114 184 87 8 780 781 38 114 782 170 74 75 783 15 38 11 21 230 15 38 11 176 45 102 730 31 38 11 784 435 785 13 57 786 10 292 170 15 70 15 787 788 789 790 791 15 38 90 7 780 792 15 38 90 11 757 793 31 32 749 71 15 11 102 794 177 16 131 31
3 122 11 73 29 31 57 58 235 31|5 32 177 384 2153 2 7390 20 1556 37 51 19124 37 7097
2 3861 541 35 5520 80 27 20 360 88 129 1401 4885 4 48 25 104 20 252 31 101 15 88 526 11 210 23 5922 31|6 50 129 105 37
4 848 15 326 12756 6 3880 48 31|6 88 2170 293 278 70 3490 31 38 20 12757 38 20 40 35 1136 6 57 58 1154 5871 785 253 6
3 27 28 15 191 15 242 2287 162 1060 249 88 32 242 1515 242 178 27 189 35 425 6547 453 6|6 148 15 88 2 32 30 6 177 640 6 191 15 254 37 254 2 20 6547 37 6
1 8274 94|4 8274 94
3 62 2 70 114 495 14281 7605 384 1488 6 20 4168 15 20 16756 695 38 20 171 6|6 1843 15 1843 15 16 500 7277 20 11523 38 11 500 3028 20 3392 38 90 242 21 22 452 767 981 4 735 31
7 62 170 13687 31|4 86 191 50 129 16 15 726 535 37
5 177 210 11 1477 57 195 175 1806 2 390 37|3 11 44 45 102 31 16 1092 47 175 454 444 2 31
7 97 15 3858 35 2249 2761 2907 6 242 248 62 6|1 53 6 330 665 15 11 15 11 8 335 271 4 344 320 16 1171 4 344 57 1621 402 31 665 15 3858 436 4 23 1302 31 20 6656 58 20 429
6 53 28 15 70 3877 458 126 149 71 34 35 9523 31|3 383 11 210 44 37 313 16 353 31
2 191 50 176 16 1253 37|1 35 1963 80 11550 31
1 1799 15 11 344 88 31|2 54 15 11 1181 4 20 10 13 20 10549 38 11 757 19 50 596 31
2 83 11 291 230 37 172 37 2385 4 344 71 37 204 1432 71 31 177 44 16 70 88 37 6|1 122 715 15 653 31
1 136 94|4 16 129 32 8 291 57 19 80 5259 31
5 97 15 20 10166 19 6 91 15 91 6|2 53 15 91 104 326 425 2259 38 3270 6
7 97 15 3864 1978 249 62 31|4 97 15 16 8696 973 224 692 31
5 9525 6|3 11 34 303 3715 15 287 3936 1764 5501 435 13 16 674 31 254 129 16 458 126 23 141 9526 37
1 97 15 16 482 15 11 283 114 9388 129 27 20 526 435 9390 15 86 15 54 31|1 54 15 482 31
5 382 15 62 2 1859 31|5 1843 15 11 73 3563 265 35 774 244 62 15 11 73 1339 265 19 20 1595 31
4 191 15 3871 460 435 606 2294 31 152 4 7488 9753 9752 31|6 16 482 16 162 178 150 8983 80 326 4812 31 105 4001 23 785 75 303 2312 31
6 7 8 21 35 2822 28 37|4 9914 31
7 8 358 249 62 31 320 16 3864 15 3936 445 269 249 4712 31|1 15771 6
2 382 15 34 16 827 19 35 526 4 5 26 3988 2391 19 37|5 97 15 97 15 11 173 876 15 5502 37 11 210 150 19 15 9319 15 11 34 555 699 287 90 11 2046 114 11742 38 11 284 2282 13 15 699 48 4 20 12143 7 1093 358 3861 1770 31
4 11 102 31 62 1890 5747 6101 31|3 332 62 284 460 6481 37
1 86 31|3 382 15 11 5 16 50 31 3880 16 38 71 48 19 38 34 9 503 31 991 37 313 16 46 31 384 175 6
4 53 114 221 6 6|6 97 15 97 15 97 31 62 2 59 6 62 2 59 114 184 31 62 10999 4 184 31 86 15 97 15 120 710 4 452 62 19 945 2829 4 2238 240 15 88 60 866 62 2 2829 15 64 622 1265 31 38 15 16 210 452 1720 75 62 31
2 236 15 330 31 16 106 13 71 15 38 242 106 1319 27 390 31|6 50 37
1 91 15 7309 162 203 11 149 48 80 20 5854 31|6 11 8696 460 780 11 164 16 102 6
4 382 15 816 15 16 46 9 451 37|2 320 16 46 31
4 32 302 5456 16 3927 358 88 6662 15673 302 1112 4 452 8429 75 20 3001 31|1 302 16 849 240 244 35 1335 37 665 31 50 129 16 291 37
1 191 11 16049 16025 13230 6 11 16049 16025 13230 2817 6 686 16023 176 11 37 11 15697 16025 13230 703 75 1030 988 16055 33 394 70 24 11 302 44 31|5 91 15 242 210 16025 13230 347 75 230 1550 31
2 159 31 48 6 48 6 48 6|4 122 6
7 50 37 6|3 50 37 6
1 11 21 22 181 15 11 34 59 87 68 35 206 80 514 107 15 57 58 20 531 532 31|4 53 15 162 15 162 37 191 15 62 170 45 165 410 244 71 1107 31
6 53 204 97 31 23 1164 15 88 58 165 1217 6 54 37 3147 4144 1754 12747 710 4 879 1062 1616 4 10555 75 88 31|1 2489 31
5 11 3997 749 16 3864 102 50 11 44 244 35 785 6|6 86 15 11 457 3864 102 94
4 191 15 777 80 27 15 3634 38 11 129 59 74 453 31 62 170 8 35 1505 381 11 176 15 38 320 11 463 48 74 75 443 38 44 62 217 15 191 15 11 302 45 31 614 15 1335 80 27 15 50 37|1 2396 191 15 107 11 181 383 15 11 8 353 4 102 15 58 57 525 80 326 360 254 16 774 435 13 35 10 15 38 90 11 5 16 50 11 358 15 38 90 20 881 390 16 150 74 453 13 20 10 15 38 11 91 70 35 1285 510 37
6 86 15 1799 15 35 2644 219 31|1 236 6 11 316 45 749 16 980 767 354 6 11 748 16 1150 62 170 84 8046 88 105 403 71 244 88 354 6
5 32 62 2 190 277 20 429 462 31|6 54 15 50 249 867 11 553 16 371 12007 37
5 242 178 284 284 774 435 453 31|6 53 15 11 110 70 88 31
1 50 37 6|7 86 15 3861 27 75 318 13 16 38 146 31 32 463 16 421 114 1812 37
4 292 2 57 194 37|5 53 15 88 2 204 2 31
6 167 15 3861 4220 28 101 6 50 37 11 3997 34 35 12099 13 2225 37 6 3861 175 12100 6|2 50 129 16 482 458 126 44 37
1 32 15 224 2938 58 458 126 17867 320 224 454 535 1187 57 2957 37 530 15 224 454 535 58 508 6|7 97 15 97 15 242 784 435 75 640 10467 31 11 283 15 320 383 15 11 358 57 463 451 16 31 16 102 50 37 172 44 45 242 27 48 19 4 65 453 15 38 11 210 3729 16 31
3 59 648 2600 75 20 599 15 408 31 50 249 16 15 16 17 20 213 525 15 682 730 75 1 16 70 37|4 191 15 149 2 344 31 1 170 35 162 226 10 88 11 170 578 4 15 13 20 162 30 1851 94
6 191 15 533 748 35 206 249 50 16 228 15 38 614 15 11 7396 4599 15 27 28 346 11 170 35 425 7397 31 86 15 53 15 287 53 94|3 91 101 15 236 237 15 382 15 1062 8 7367 1062 2829 94 31
3 86 15 346 31|7 90 16 21 22 149 767 48 31
5 91 15 242 34 97 443 54 37 242 558 2323 31 242 21 22 150 851 74 734 2106 10879 1556 31|1 20 1950 886 6 1 106 5399 80 3461 80 20 2312 75 20 1950 886 31 242 8 48 49 62 38 1957 851 4 20 3461 31
6 11 560 31 86 31 1843 32 90 1843 15 32 242 17 667 785 75 454 2346 15 59 1211 907 31 88 2 32 59 70 240 6|7 86 15 11 102 31 191 94 57 58 374 35 1505 505 15 1211 88 16 91 70 88 15 287 44 16 34 9 1556 88 16 353 4 23 28 101 37
7 382 6 382 6|1 122 6
1 222 37 222 15 222 15 222 15 18557 37|2 53 15 11 73 203 31 1040 15 105 106 291 62 107 31
1 7874 70 4 903 1154 9192 31|7 903 224 9192 37 58 1 9 833 80 865 37
3 27 28 149 2 8 44 57 31|7 242 161 150 4 20 2400 75 35 1183 31 777 11 46 4 16798 9 80 20 16799 15 1843 37 57 1093 3508 8 35 425 840 94
4 11 283 15 1222 170 70 15 62 170 70 7 651 240 734 35 1415 31|5 1416 15 242 239 1417 326 1418 1419 35 381 241 63 249 1420
3 54 15 3275 15 302 16 4026 23 555 246 241 555 3817 37|5 555 3817 31
6 614 15 191 15 150 431 62 31 32 15 11 283 16 15 16 8 890 4 23 35 162 30 10 15 16 102 31 44 45 23 32 775 175 883 54 31|7 40 31 16 17 28 31 11 102 16 17 28 31 38 15 152 244 449 32 30 31 230
3 14689 114 424 31|2 1843 15 244 114 881 2007 11 358 3936 2008 24 35 425 269 756 31 27 28 37 53 15 177 249 20 7736 3144 16849 83 32 16850 31 38 654 62 16134 6
6 5789 80 514 6 6 88 3875 654 71 394 555 410 33 62 37|4 11 3864 60 102 177 11 302 48 249 62 31
4 50 37 50 37 50 596 37|7 114 535 8870 175 71 31 11 283 11 15 11 108 882 35 401 562 132 88 11 210 1152 57 390 13 15 38 90 726 2253 861 74 734 4212 31 11 1615 15 62 2 15 62 2 15 59 60 1607 1240 216 482 31
1 53 15 242 34 4 150 16 303 958 2516 37|5 3864 1978 249 62 462 31
2 11 102 6 101 91 15 3857 296 525 865 866 31 3857 296 253 244 525 15 32 11 348 525 80 16 322 34 4 347 104 7082 31|6 191 15 606 20 3075 170 293 114 4495 11 348 16 178 150 4 347 230 31
3 88 2 28 15 7 2110 463 31 116 58 794 177 11 21 1109 1 31|6 382 6
6 86 3903 640 6 881 4 88 15 235 3926 91 32 1505 31|2 235 50 44 16 181 37
1 11 73 458 126 150 9 269 151 31|7 53 15 16 102 50 37 11 161 384 13 16 6
5 3 244 16 15 16 34 2421 31 16 44 45 34 4 1725 20 393 2856 80 57 2713 276 2857 2858 4 882 383 13 2284 8 32 16 210 34 132 4 852 261 20 925 2859 6 6 644 15 11 73 578 182 6|4 191 15 244 224 2860 15 2421 58 458 126 23 75 2493 57 454 444 15 32 11 161 23 8 464 2861 464 20 1153 80 16 31
6 16 1378 47 555 37 6 16 34 20 1376 6|4 236 15 3858 54 31 11 70 785 13 29 31
6 53 6|4 177 249 11 1876 75 13 16 37
7 11 73 203 31 11 83 509 35 5367 31 11 73 32 203 15 11 73 32 203 31|7 114 221 15 50 596 37
7 149 71 150 57 981 644 15 16 13043 224 905 37 6|1 53 15 97 6 3342 6 97 15 11 6331 6 287 11 6824 31 3903 172 3861 230 31 346 242 463 1213 767 453 37 8363 35 97 31
